iter	Logloss
224	0.1058718562
225	0.1053143069
226	0.1049077362
227	0.104306221
228	0.1037867218
229	0.1032057703
230	0.1027005315
231	0.1022539586
232	0.101734966
233	0.1010892466
234	0.1005203053
235	0.1000432521
236	0.09948768467
237	0.0990678221
238	0.09867539257
239	0.09815838933
240	0.09767193347
241	0.09733951092
242	0.09680169076
243	0.09629376233
244	0.09588670731
245	0.095511958
246	0.09494497627
247	0.09446516633
248	0.09390956163
249	0.09350635111
250	0.09313711524
251	0.09260489792
252	0.09229680151
253	0.09175241739
254	0.09135462344
255	0.09094724059
256	0.09047342837
257	0.0899880901
258	0.08960278332
259	0.0891489014
260	0.08868044615
261	0.08829120547
262	0.08779835701
263	0.0873427093
264	0.08683493733
265	0.08648312092
266	0.08602383733
267	0.08570656925
268	0.08534546196
269	0.08501106501
270	0.08464278281
271	0.08421105146
272	0.08379818499
273	0.0833786279
274	0.08298470825
275	0.08258385956
276	0.08230333775
277	0.08193661273
278	0.0815531984
279	0.08120000362
280	0.08076868206
281	0.0803758502
282	0.07992759347
283	0.0797110945
284	0.07935595512
285	0.07900658995
286	0.07870076597
287	0.07836358249
288	0.07796034217
289	0.07752530277
290	0.07714255899
291	0.07679146528
292	0.07643547654
293	0.07619855553
294	0.07585076988
295	0.07551056147
296	0.07519643754
297	0.07483440638
298	0.0744741112
299	0.07417542487
300	0.07383528352
301	0.07349273562
302	0.07317589223
303	0.0728649646
304	0.07250127196
305	0.07215371728
306	0.07181979716
307	0.07156662643
308	0.0712968111
309	0.0710805729
310	0.07074099779
311	0.07051591575
312	0.07018768787
313	0.06985723972
314	0.06964560598
315	0.0693449676
316	0.0690837577
317	0.06879118085
318	0.06851489842
319	0.06820643693
320	0.06794667244
321	0.06771875918
322	0.06748633087
323	0.06723918021
324	0.06699577719
325	0.06669087708
326	0.06643670797
327	0.06614916772
328	0.06584906578
329	0.06556248665
330	0.06526717544
331	0.06499859691
332	0.06465087831
333	0.06440831721
334	0.06412498653
335	0.06388169527
336	0.06361607462
337	0.0633629337
338	0.06311606616
339	0.06295719743
340	0.06267952919
341	0.06240645424
342	0.06220154837
343	0.06196141616
344	0.06173681468
345	0.06154417992
346	0.06124104932
347	0.06093043089
348	0.06074322388
349	0.0604757145
350	0.06023511291
351	0.05994112417
352	0.05967619643
353	0.05935256928
354	0.05913437158
355	0.05887807906
356	0.05859998614
357	0.05837462097
358	0.05816765502
359	0.05796892941
360	0.05778340995
361	0.05759672448
362	0.05736811832
363	0.05718819425
364	0.05691041797
365	0.05670439079
366	0.05652938411
367	0.05637946725
368	0.05612435564
369	0.05587444827
370	0.05569884181
371	0.05537673086
372	0.05523790419
373	0.05501094833
374	0.05483497679
375	0.05462050065
376	0.05442778766
377	0.05421291664
378	0.05398447812
379	0.05380546674
380	0.05360843614
381	0.05344366282
382	0.0532813482
383	0.05315442011
384	0.05294823647
385	0.052747529
386	0.05255321041
387	0.05229641497
388	0.05213884264
389	0.0519970879
390	0.05183190852
391	0.05165870488
392	0.05146741495
393	0.05131594837
394	0.05118253827
395	0.05103384703
396	0.05086625367
397	0.05069511384
398	0.05046101287
399	0.0502922684
400	0.05011609197
401	0.04990941286
402	0.04972467944
403	0.04956603795
404	0.04936186224
405	0.04921665788
406	0.04908147082
407	0.04889488965
408	0.0486830771
409	0.04857948422
410	0.04839150608
411	0.04827593267
412	0.04813558981
413	0.04799114913
414	0.04781902581
415	0.0476122573
416	0.04746924341
417	0.04730848223
418	0.04716306925
419	0.04695785791
420	0.04683431983
421	0.04670540243
422	0.04657235369
423	0.04640298337
424	0.04624236748
425	0.0461227484
426	0.04595109075
427	0.04580522329
428	0.04563685879
429	0.04548819363
430	0.04533629492
431	0.04517263174
432	0.04500314221
433	0.04486369342
434	0.04474097863
435	0.04455520585
436	0.04441231489
437	0.0442683436
438	0.04412992299
439	0.04399892688
440	0.0438451767
441	0.04366995022
442	0.04354576021
443	0.04343090579
444	0.0432938002
445	0.04316071793
446	0.04301219434
447	0.04287403077
448	0.04273332655
449	0.04262349755
450	0.04248850793
451	0.04236601293
452	0.04223340005
453	0.04210478067
454	0.04198824987
455	0.04186178371
456	0.04172953218
457	0.04162677377
458	0.04146371037
459	0.04133036733
460	0.04123340547
461	0.04111850634
462	0.04101572931
463	0.04089137912
464	0.04076309502
465	0.04060061276
466	0.04050034657
467	0.04037681222
468	0.04024482518
469	0.04016372561
470	0.04001902789
471	0.03990548104
472	0.03971967474
473	0.03960330039
474	0.03947227448
475	0.03932947665
476	0.039216429
477	0.03912075609
478	0.03899847716
479	0.03890553862
480	0.03883996978
481	0.03875119612
482	0.03860946
483	0.03852660209
484	0.03843988851
485	0.03834128007
486	0.03824897856
487	0.0381462574
488	0.03804644942
489	0.03792094067
490	0.03783021122
491	0.03771025687
492	0.0376175493
493	0.03752849251
494	0.03740869462
495	0.03727075458
496	0.03717520833
497	0.03704217821
498	0.0369367823
499	0.03682005033
500	0.03670125455
501	0.03662905097
502	0.03650985658
503	0.03642403334
504	0.03632523492
505	0.03622905165
506	0.03612834588
507	0.03601606935
508	0.03590913489
509	0.03582118452
510	0.03570054471
511	0.03557636589
512	0.03545956314
513	0.03538156301
514	0.0352941975
515	0.03517209366
516	0.03504750133
517	0.03495442867
518	0.03483825549
519	0.03474240005
520	0.03462831676
521	0.0345409438
522	0.03444812074
523	0.03438034654
524	0.03432615474
525	0.03424469009
526	0.03417813778
527	0.03408923
528	0.0340084359
529	0.03392225876
530	0.03382397071
531	0.03373994678
532	0.03362026811
533	0.03354684263
534	0.03344075754
535	0.0333718285
536	0.03328549862
537	0.03319510072
538	0.033113271
539	0.0330298841
540	0.03294986486
541	0.03289541975
542	0.03283084556
543	0.03273113072
544	0.03265240788
545	0.03258207068
546	0.03248608857
547	0.03240603209
548	0.03231669962
549	0.03224007785
550	0.03217653185
551	0.03207478672
552	0.03199657053
553	0.03190968186
554	0.03182923794
555	0.03175435215
556	0.03168183565
557	0.03158846125
558	0.03150321916
559	0.03140642494
560	0.03131343052
561	0.0312307328
562	0.03116661683
563	0.0310992375
564	0.03102519363
565	0.03093766794
566	0.03085836954
567	0.03077827394
568	0.03071026132
569	0.03062029928
570	0.03053356893
571	0.03047458455
572	0.03038721904
573	0.03031118028
574	0.03023755178
575	0.03013680875
576	0.03006308526
577	0.02998960763
578	0.02992604673
579	0.02987185866
580	0.02980109677
581	0.02973946184
582	0.029686369
583	0.02962033823
584	0.02952805348
585	0.02945600823
586	0.02936861292
587	0.02930232882
588	0.02923436277
589	0.02917757258
590	0.02911321074
591	0.02902540378
592	0.02894855849
593	0.02886278741
594	0.02880653366
595	0.02871883288
596	0.02864487842
597	0.02855443023
598	0.02850092016
599	0.02842986211
600	0.02837453969
601	0.02828751877
602	0.0282232184
603	0.02813254856
604	0.02807210758
605	0.02803221345
606	0.02797779068
607	0.02789266035
608	0.0278294906
609	0.02777219936
610	0.02770838514
611	0.02764544822
612	0.02760867029
613	0.02751903795
614	0.02744716592
615	0.02734627947
616	0.02728550322
617	0.02722422592
618	0.02717848867
619	0.02712898329
620	0.02704216912
621	0.02697496116
622	0.02693278156
623	0.02688636258
624	0.02683051676
625	0.02673064172
626	0.02667055093
627	0.02662729099
628	0.02656796388
629	0.02649981342
630	0.02642565966
631	0.02633454092
632	0.02627206221
633	0.02620492503
634	0.02612875775
635	0.02607561648
636	0.02601602115
637	0.02595275268
638	0.02590530179
639	0.02584092505
640	0.02578033507
641	0.02572453022
642	0.02565735392
643	0.02560030296
644	0.02553658932
645	0.02548410743
646	0.02541218139
647	0.02534967288
648	0.02529713139
649	0.02523828112
650	0.02517494746
651	0.02513720468
652	0.02507905476
653	0.02503682673
654	0.02496586181
655	0.02490784228
656	0.02485711128
657	0.02480501495
658	0.02476582117
659	0.02472770214
660	0.02467868477
661	0.02462525107
662	0.02458184212
663	0.02451249398
664	0.02444852889
665	0.02440741286
666	0.02435687929
667	0.02430912852
668	0.02425229177
669	0.02420729212
670	0.02416754328
671	0.02409758605
672	0.0240236111
673	0.02397202328
674	0.02391982079
675	0.02383679524
676	0.02379000746
677	0.02373204753
678	0.02367726527
679	0.02364213765
680	0.02359326556
681	0.02354905754
682	0.02350402065
683	0.02347371541
684	0.02339805849
685	0.02335455641
686	0.02329342067
687	0.02322609164
688	0.02317028865
689	0.02311783284
690	0.02307054773
691	0.02302328125
692	0.02296796814
693	0.0229061693
694	0.02285227552
695	0.02279369906
696	0.02276540734
697	0.02271344885
698	0.02266740985
699	0.02260473743
700	0.02254777402
701	0.02249165438
702	0.02243991196
703	0.02238305286
704	0.02234045789
705	0.02230089903
706	0.02223351598
707	0.02219649404
708	0.02215448767
709	0.02210563794
710	0.02205225453
711	0.02202207223
712	0.0219762437
713	0.02191563696
714	0.02187305689
715	0.02181981131
716	0.0217747204
717	0.02172402106
718	0.02167697623
719	0.02162835374
720	0.02157473937
721	0.02154551446
722	0.02151403576
723	0.02145806141
724	0.02141736448
725	0.02137371898
726	0.02132472396
727	0.02128684148
728	0.02123405598
729	0.02118463814
730	0.021134343
731	0.0210905727
732	0.02104751579
733	0.02099499665
734	0.0209550932
735	0.02090100944
736	0.02087125927
737	0.02083144709
738	0.02078724653
739	0.02074847743
740	0.02069284953
741	0.02065530978
742	0.02061052248
743	0.02056538314
744	0.02053745463
745	0.02050289698
746	0.02047887631
747	0.02043816261
748	0.02040989511
749	0.02036059462
750	0.02033946849
751	0.02029832639
752	0.02025415748
753	0.02021013014
754	0.02016615123
755	0.02013162524
756	0.02008469775
757	0.02004103921
758	0.01999920607
759	0.01995240897
760	0.01990115456
761	0.01986148767
762	0.0198231712
763	0.01978436485
764	0.01974279433
765	0.01970116422
766	0.01965520531
767	0.01960854791
768	0.01956860535
769	0.01953080669
770	0.0194869414
771	0.01945380867
772	0.01942263171
773	0.01938948408
774	0.01936410926
775	0.01933337003
776	0.01929768734
777	0.01923911832
778	0.0192094855
779	0.01918303967
780	0.01914275624
781	0.01909647509
782	0.01905666292
783	0.0190145839
784	0.01897607744
785	0.01894656941
786	0.01890825853
787	0.0188610889
788	0.01882856898
789	0.01878211647
790	0.01874782145
791	0.01872742176
792	0.01869564876
793	0.01865875162
794	0.01862355694
795	0.01858042926
796	0.01855318062
797	0.01851407066
798	0.01847152039
799	0.01843634062
800	0.0184032172
801	0.01838100329
802	0.01835390367
803	0.0183274895
804	0.01830332726
805	0.01826522872
806	0.0182386823
807	0.01820437983
808	0.01817782037
809	0.01814476028
810	0.01810459793
811	0.01807729527
812	0.01803666726
813	0.01801024377
814	0.0179810077
815	0.01794339158
816	0.0178966485
817	0.01786783524
818	0.01783038676
819	0.01779358089
820	0.0177651085
821	0.01772469282
822	0.01769029349
823	0.01764656231
824	0.01761870086
825	0.01759115234
826	0.0175585784
827	0.01752251573
828	0.01748034358
829	0.01744109765
830	0.01741340384
831	0.01737765037
832	0.01734986342
833	0.01732575148
834	0.01729656011
835	0.01726219803
836	0.01721934974
837	0.0171961952
838	0.01717268676
839	0.01714611426
840	0.01711799204
841	0.01708448306
842	0.01705944911
843	0.01701574773
844	0.01698316261
845	0.01695202291
846	0.0169256404
847	0.01689547859
848	0.01686370559
849	0.01683586836
850	0.0167890843
851	0.016761031
852	0.0167186223
853	0.0166897513
854	0.01666434854
855	0.01663161255
856	0.01659702137
857	0.01656545699
858	0.01653375663
859	0.01650960185
860	0.01648565754
861	0.01646205783
862	0.01642850414
863	0.01640339196
864	0.01637478173
865	0.01635127515
866	0.01630905457
867	0.01627140492
868	0.01624686643
869	0.0162188597
870	0.01618133485
871	0.01614209637
872	0.01611611433
873	0.01609520242
874	0.01605417393
875	0.01602282748
876	0.01600115001
877	0.01597741246
878	0.01594214886
879	0.01591444761
880	0.01588291675
881	0.015855873
882	0.01582111418
883	0.01579818502
884	0.01577912644
885	0.01575404964
886	0.01572417282
887	0.01569565386
888	0.01567024738
889	0.01564585418
890	0.01561953314
891	0.01559024397
892	0.01555669494
893	0.01551782154
894	0.01549207419
895	0.01546893269
896	0.01543435734
897	0.01540246885
898	0.01537765097
899	0.01534809545
900	0.01532186847
901	0.01530451979
902	0.0152646713
903	0.01523458026
904	0.01521103084
905	0.01517940685
906	0.01515292469
907	0.01511996239
908	0.01508839149
909	0.01506449282
910	0.01503028534
911	0.01500329003
912	0.0149719622
913	0.01494284533
914	0.01491865143
915	0.01489596535
916	0.0148632843
917	0.01484453026
918	0.01481536776
919	0.01479685493
920	0.01477313321
921	0.014748713
922	0.01472243108
923	0.01469504368
924	0.01466977037
925	0.01465472765
926	0.01462138444
927	0.01459702104
928	0.01457564905
929	0.01455141511
930	0.01453014743
931	0.01450231764
932	0.01448054519
933	0.01445531659
934	0.01443182305
935	0.01440035924
936	0.01437094435
937	0.01434427872
938	0.01432153862
939	0.01429913659
940	0.01428518072
941	0.01426821947
942	0.01423257031
943	0.01420264225
944	0.01417782716
945	0.01415381394
946	0.01412690245
947	0.0141018359
948	0.0140739968
949	0.01404715329
950	0.01403048821
951	0.01401084661
952	0.01398828533
953	0.01395739242
954	0.01393349282
955	0.01390527096
956	0.013882773
957	0.01385364961
958	0.0138285486
959	0.01381357014
960	0.01379053108
961	0.01376677305
962	0.01374445949
963	0.01372203231
964	0.01369450893
965	0.01366172265
966	0.01363950782
967	0.01361397933
968	0.01359432936
969	0.01356729865
970	0.01355143823
971	0.01352861151
972	0.01349931024
973	0.01347762812
974	0.01345551386
975	0.01342914999
976	0.01341260131
977	0.0133965686
978	0.01337896939
979	0.01335709728
980	0.01333913486
981	0.01332126558
982	0.01329101995
983	0.01326271147
984	0.01324333623
985	0.01322340779
986	0.01320545189
987	0.01318784058
988	0.01316039823
989	0.01313054375
990	0.01310412679
991	0.01308316179
992	0.01305926405
993	0.01304008625
994	0.01301598363
995	0.01299988385
996	0.01297788601
997	0.01296033151
998	0.01294675283
999	0.01293088403
